name,phone,email,website,type,address,city,postcode
Damenfriseur Zentrum 92,+49 2151 78848239,termin@damenfriseur-zentrum-92.de,,Hairdresser,"Goethestraße 38, 47803 Krefeld",Krefeld,47803
Friseur Mitte 46,+49 2151 80774722,friseur-mitte-46@t-online.de,https://www.friseur-mitte-46.de,Hairdresser,"Schillerstraße 76, 47799 Krefeld",Krefeld,47799
Friseursalon 93,+49 2151 29144543,friseursalon-93@outlook.de,https://www.friseursalon-93.de,Barber,"Hamburger Straße 44, 47805 Krefeld",Krefeld,47805
Frisör Mitte 59,+49 2151 26874266,info@frisr-mitte-59.de,,Hairdresser,"Friedrichstraße 31, 47802 Krefeld",Krefeld,47802
Haarsalon Mitte 1,+49 2151 36471325,salon@haarsalon-mitte-1.de,https://www.haarsalon-mitte-1.de,Hairdresser,"Friedrichstraße 126, 47807 Krefeld",Krefeld,47807
Haarstudio 93,+49 2151 37793350,kontakt@haarstudio-93.de,https://www.haarstudio-93.de,Hairdresser,"Münchner Straße 134, 47800 Krefeld",Krefeld,47800
Haarstudio Mitte 29,+49 2151 53958991,info@haarstudio-mitte-29.de,https://www.haarstudio-mitte-29.de,Hairdresser,"Friedrichstraße 5, 47799 Krefeld",Krefeld,47799
Haarstudio Zentrum 41,+49 2151 25182303,haarstudio-zentrum-41@web.de,https://www.haarstudio-zentrum-41.de,Hairdresser,"Kölner Straße 17, 47802 Krefeld",Krefeld,47802
Hair & Beauty Krefeld,+49 2151 91407651,kontakt@hair--beauty-krefeld.de,https://www.hair--beauty-krefeld.de,Hairdresser,"Bahnhofstraße 83, 47802 Krefeld",Krefeld,47802
Hair & Beauty Krefeld 24,+49 2151 71846516,hair--beauty-krefeld-24@gmail.com,https://www.hair--beauty-krefeld-24.de,Hairdresser,"Friedrichstraße 118, 47804 Krefeld",Krefeld,47804
Herrenfriseur Krefeld,+49 2151 68318800,herrenfriseur-krefeld@t-online.de,https://www.herrenfriseur-krefeld.de,Hairdresser,"Hauptstraße 2, 47800 Krefeld",Krefeld,47800
Herrenfriseur Zentrum 54,+49 2151 31600719,herrenfriseur-zentrum-54@outlook.de,https://www.herrenfriseur-zentrum-54.de,Hairdresser,"Lindenstraße 107, 47802 Krefeld",Krefeld,47802
Schnitt & Style 74,+49 2151 78503100,termin@schnitt--style-74.de,https://www.schnitt--style-74.de,Hairdresser,"Schillerstraße 25, 47807 Krefeld",Krefeld,47807
Barber Shop Köln,+49 221 64995924,info@barber-shop-kln.de,https://www.barber-shop-kln.de,Hairdresser,"Berliner Straße 24, 50672 Köln",Köln,50672
Beauty Salon,+49 221 41936577,termin@beauty-salon.de,https://www.beauty-salon.de,Hairdresser,"Hauptstraße 36, 50678 Köln",Köln,50678
Beauty Salon Köln,+49 221 88292080,service@beauty-salon-kln.de,https://www.beauty-salon-kln.de,Hairdresser,"Schillerstraße 130, 50667 Köln",Köln,50667
Coiffeur 26,+49 221 21561888,info@coiffeur-26.de,https://www.coiffeur-26.de,Hairdresser,"Münchner Straße 8, 50674 Köln",Köln,50674
Coiffeur Köln,+49 221 48221972,kontakt@coiffeur-kln.de,,Barber,"Hauptstraße 148, 50676 Köln",Köln,50676
Damenfriseur,+49 221 26637673,termin@damenfriseur.de,https://www.damenfriseur.de,Barber,"Berliner Straße 21, 50676 Köln",Köln,50676
Friseur City,+49 221 20289476,kontakt@friseur-city.de,https://www.friseur-city.de,Barber,"Schillerstraße 103, 50672 Köln",Köln,50672
Friseursalon City,+49 221 81928192,salon@friseursalon-city.de,https://www.friseursalon-city.de,Barber,"Marktplatz 23, 50668 Köln",Köln,50668
Frisör Mitte,+49 221 91626668,termin@frisr-mitte.de,https://www.frisr-mitte.de,Hairdresser,"Münchner Straße 86, 50674 Köln",Köln,50674
Gentlemen's Cut Köln,+49 221 10293188,salon@gentlemens-cut-kln.de,https://www.gentlemens-cut-kln.de,Hairdresser,"Münchner Straße 72, 50672 Köln",Köln,50672
Gentlemen's Cut Mitte,+49 221 75907383,info@gentlemens-cut-mitte.de,https://www.gentlemens-cut-mitte.de,Hairdresser,"Kirchstraße 74, 50670 Köln",Köln,50670
Haar Atelier,+49 221 69115487,info@haar-atelier.de,,Hairdresser,"Friedrichstraße 145, 50677 Köln",Köln,50677
Haarstudio Zentrum,+49 221 98641589,salon@haarstudio-zentrum.de,https://www.haarstudio-zentrum.de,Barber,"Schillerstraße 20, 50677 Köln",Köln,50677
Haarstudio Zentrum 98,+49 221 70124571,kontakt@haarstudio-zentrum-98.de,,Hairdresser,"Kaiserstraße 55, 50667 Köln",Köln,50667
Haarwerk City,+49 221 62619952,kontakt@haarwerk-city.de,https://www.haarwerk-city.de,Hairdresser,"Berliner Straße 108, 50676 Köln",Köln,50676
Hair Design 30,+49 221 84540671,hair-design-30@gmx.de,https://www.hair-design-30.de,Hairdresser,"Hamburger Straße 34, 50670 Köln",Köln,50670
Herrenfriseur Köln,+49 221 51501006,herrenfriseur-kln@gmx.de,,Hairdresser,"Lindenstraße 132, 50672 Köln",Köln,50672
Barber 61,+49 341 68299785,barber-61@t-online.de,,Hairdresser,"Kirchstraße 38, 04103 Leipzig",Leipzig,04103
Barber Leipzig,+49 341 54093520,salon@barber-leipzig.de,,Barber,"Königstraße 66, 04155 Leipzig",Leipzig,04155
Barber Shop Mitte 80,+49 341 92769993,service@barber-shop-mitte-80.de,,Hairdresser,"Kirchstraße 63, 04103 Leipzig",Leipzig,04103
Barber Shop Zentrum 11,+49 341 73018394,termin@barber-shop-zentrum-11.de,https://www.barber-shop-zentrum-11.de,Hairdresser,"Hamburger Straße 78, 04129 Leipzig",Leipzig,04129
Barbier 93,+49 341 90556306,info@barbier-93.de,,Barber,"Kaiserstraße 51, 04103 Leipzig",Leipzig,04103
Barbier Mitte,+49 341 39258284,kontakt@barbier-mitte.de,,Hairdresser,"Hauptstraße 83, 04155 Leipzig",Leipzig,04155
Damenfriseur Leipzig,+49 341 46894751,info@damenfriseur-leipzig.de,https://www.damenfriseur-leipzig.de,Barber,"Lindenstraße 100, 04155 Leipzig",Leipzig,04155
Damenfriseur Zentrum,+49 341 56492457,salon@damenfriseur-zentrum.de,https://www.damenfriseur-zentrum.de,Hairdresser,"Hauptstraße 101, 04129 Leipzig",Leipzig,04129
Friseur Leipzig,+49 341 39781874,kontakt@friseur-leipzig.de,https://www.friseur-leipzig.de,Hairdresser,"Königstraße 21, 04107 Leipzig",Leipzig,04107
Friseursalon City 54,+49 341 40544912,info@friseursalon-city-54.de,https://www.friseursalon-city-54.de,Hairdresser,"Hamburger Straße 13, 04155 Leipzig",Leipzig,04155
Friseursalon Zentrum,+49 341 55698283,friseursalon-zentrum@outlook.de,https://www.friseursalon-zentrum.de,Hairdresser,"Königstraße 120, 04109 Leipzig",Leipzig,04109
Frisör 70,+49 341 94232407,frisr-70@gmx.de,,Hairdresser,"Hamburger Straße 49, 04155 Leipzig",Leipzig,04155
Haarstudio 68,+49 341 26808506,termin@haarstudio-68.de,https://www.haarstudio-68.de,Hairdresser,"Kaiserstraße 146, 04107 Leipzig",Leipzig,04107
Haarstudio Leipzig,+49 341 64593253,service@haarstudio-leipzig.de,https://www.haarstudio-leipzig.de,Hairdresser,"Münchner Straße 62, 04103 Leipzig",Leipzig,04103
Hair & Beauty Leipzig,+49 341 73303472,salon@hair--beauty-leipzig.de,https://www.hair--beauty-leipzig.de,Hairdresser,"Berliner Straße 130, 04103 Leipzig",Leipzig,04103
Hair & Beauty Leipzig 70,+49 341 49306947,termin@hair--beauty-leipzig-70.de,https://www.hair--beauty-leipzig-70.de,Barber,"Hauptstraße 69, 04129 Leipzig",Leipzig,04129
Salon City,+49 341 46920904,salon-city@outlook.de,https://www.salon-city.de,Hairdresser,"Berliner Straße 92, 04103 Leipzig",Leipzig,04103
Salon Leipzig,+49 341 46563685,service@salon-leipzig.de,,Barber,"Lindenstraße 42, 04129 Leipzig",Leipzig,04129
Salon Zentrum 71,+49 341 98509573,salon@salon-zentrum-71.de,https://www.salon-zentrum-71.de,Hairdresser,"Königstraße 56, 04159 Leipzig",Leipzig,04159
Schnitt & Style 13,+49 341 20432835,info@schnitt--style-13.de,https://www.schnitt--style-13.de,Hairdresser,"Königstraße 60, 04109 Leipzig",Leipzig,04109
Schnitt & Style Mitte 64,+49 341 26581721,termin@schnitt--style-mitte-64.de,https://www.schnitt--style-mitte-64.de,Hairdresser,"Kölner Straße 52, 04107 Leipzig",Leipzig,04107
Barber Lübeck,+49 451 11487765,service@barber-lbeck.de,https://www.barber-lbeck.de,Barber,"Hamburger Straße 46, 23552 Lübeck",Lübeck,23552
Barber Shop Zentrum 98,+49 451 94031086,kontakt@barber-shop-zentrum-98.de,https://www.barber-shop-zentrum-98.de,Hairdresser,"Münchner Straße 99, 23556 Lübeck",Lübeck,23556
Barbier Lübeck,+49 451 62585535,kontakt@barbier-lbeck.de,https://www.barbier-lbeck.de,Hairdresser,"Kölner Straße 34, 23558 Lübeck",Lübeck,23558
Barbier Mitte 67,+49 451 96644207,salon@barbier-mitte-67.de,https://www.barbier-mitte-67.de,Hairdresser,"Hamburger Straße 88, 23558 Lübeck",Lübeck,23558
Beauty Salon City 10,+49 451 92907481,beauty-salon-city-10@outlook.de,https://www.beauty-salon-city-10.de,Hairdresser,"Hauptstraße 85, 23564 Lübeck",Lübeck,23564
Damenfriseur Lübeck,+49 451 22253487,kontakt@damenfriseur-lbeck.de,https://www.damenfriseur-lbeck.de,Hairdresser,"Münchner Straße 108, 23562 Lübeck",Lübeck,23562
Damenfriseur Lübeck 25,+49 451 57263127,damenfriseur-lbeck-25@outlook.de,https://www.damenfriseur-lbeck-25.de,Barber,"Königstraße 30, 23558 Lübeck",Lübeck,23558
Friseur 3,+49 451 30004680,service@friseur-3.de,https://www.friseur-3.de,Barber,"Lindenstraße 29, 23566 Lübeck",Lübeck,23566
Friseur City 72,+49 451 23796386,salon@friseur-city-72.de,https://www.friseur-city-72.de,Hairdresser,"Hauptstraße 37, 23566 Lübeck",Lübeck,23566
Friseur Lübeck,+49 451 70516026,kontakt@friseur-lbeck.de,https://www.friseur-lbeck.de,Hairdresser,"Münchner Straße 23, 23558 Lübeck",Lübeck,23558
Haarsalon 65,+49 451 16832212,haarsalon-65@web.de,https://www.haarsalon-65.de,Hairdresser,"Schillerstraße 92, 23562 Lübeck",Lübeck,23562
Haarsalon Lübeck,+49 451 46916033,haarsalon-lbeck@gmail.com,https://www.haarsalon-lbeck.de,Barber,"Schillerstraße 50, 23556 Lübeck",Lübeck,23556
Haarsalon Lübeck 86,+49 451 54842762,info@haarsalon-lbeck-86.de,,Hairdresser,"Goethestraße 45, 23554 Lübeck",Lübeck,23554
Haarsalon Mitte 89,+49 451 18010815,salon@haarsalon-mitte-89.de,https://www.haarsalon-mitte-89.de,Hairdresser,"Marktplatz 122, 23564 Lübeck",Lübeck,23564
Hair & Beauty Mitte 25,+49 451 74991493,salon@hair--beauty-mitte-25.de,,Barber,"Münchner Straße 83, 23552 Lübeck",Lübeck,23552
Hair Design Mitte 26,+49 451 96078990,info@hair-design-mitte-26.de,https://www.hair-design-mitte-26.de,Hairdresser,"Hamburger Straße 144, 23554 Lübeck",Lübeck,23554
Hair Lounge 35,+49 451 22982474,salon@hair-lounge-35.de,https://www.hair-lounge-35.de,Hairdresser,"Schillerstraße 144, 23564 Lübeck",Lübeck,23564
Hair Lounge Lübeck,+49 451 41748896,service@hair-lounge-lbeck.de,https://www.hair-lounge-lbeck.de,Barber,"Hamburger Straße 55, 23558 Lübeck",Lübeck,23558
Hair Lounge Zentrum 46,+49 451 57539633,termin@hair-lounge-zentrum-46.de,https://www.hair-lounge-zentrum-46.de,Hairdresser,"Münchner Straße 142, 23560 Lübeck",Lübeck,23560
Salon Lübeck,+49 451 18914704,info@salon-lbeck.de,https://www.salon-lbeck.de,Barber,"Münchner Straße 122, 23564 Lübeck",Lübeck,23564
Schnitt & Style 27,+49 451 21684944,schnitt--style-27@t-online.de,,Barber,"Berliner Straße 40, 23560 Lübeck",Lübeck,23560
Schnitt & Style Lübeck,+49 451 26446896,kontakt@schnitt--style-lbeck.de,,Barber,"Bahnhofstraße 5, 23564 Lübeck",Lübeck,23564
Schnitt & Style Mitte 65,+49 451 48163796,salon@schnitt--style-mitte-65.de,https://www.schnitt--style-mitte-65.de,Hairdresser,"Bahnhofstraße 131, 23564 Lübeck",Lübeck,23564
Style Studio Mitte 57,+49 451 47793304,service@style-studio-mitte-57.de,https://www.style-studio-mitte-57.de,Hairdresser,"Münchner Straße 148, 23552 Lübeck",Lübeck,23552
Barber 67,+49 391 23154747,salon@barber-67.de,,Hairdresser,"Kölner Straße 148, 39112 Magdeburg",Magdeburg,39112
Barber Shop Magdeburg,+49 391 29874752,barber-shop-magdeburg@t-online.de,https://www.barber-shop-magdeburg.de,Hairdresser,"Kirchstraße 111, 39116 Magdeburg",Magdeburg,39116
Barber Shop Zentrum 66,+49 391 40657346,service@barber-shop-zentrum-66.de,https://www.barber-shop-zentrum-66.de,Hairdresser,"Königstraße 110, 39104 Magdeburg",Magdeburg,39104
Barbier Magdeburg,+49 391 98003338,kontakt@barbier-magdeburg.de,,Hairdresser,"Friedrichstraße 22, 39112 Magdeburg",Magdeburg,39112
Barbier Mitte 56,+49 391 26191262,service@barbier-mitte-56.de,https://www.barbier-mitte-56.de,Hairdresser,"Kaiserstraße 108, 39118 Magdeburg",Magdeburg,39118
Beauty Salon Zentrum 24,+49 391 17606875,beauty-salon-zentrum-24@gmx.de,,Hairdresser,"Kirchstraße 50, 39118 Magdeburg",Magdeburg,39118
Coiffeur Magdeburg,+49 391 98457061,service@coiffeur-magdeburg.de,https://www.coiffeur-magdeburg.de,Hairdresser,"Schillerstraße 131, 39110 Magdeburg",Magdeburg,39110
Damenfriseur 80,+49 391 70679066,damenfriseur-80@t-online.de,https://www.damenfriseur-80.de,Hairdresser,"Friedrichstraße 82, 39106 Magdeburg",Magdeburg,39106
Friseursalon City 33,+49 391 23994435,salon@friseursalon-city-33.de,,Barber,"Kölner Straße 78, 39106 Magdeburg",Magdeburg,39106
Gentlemen's Cut Mitte 50,+49 391 48300787,info@gentlemens-cut-mitte-50.de,https://www.gentlemens-cut-mitte-50.de,Hairdresser,"Berliner Straße 84, 39116 Magdeburg",Magdeburg,39116
Haar Atelier City 36,+49 391 71605147,termin@haar-atelier-city-36.de,,Hairdresser,"Münchner Straße 58, 39114 Magdeburg",Magdeburg,39114
Haarsalon 24,+49 391 29161270,service@haarsalon-24.de,https://www.haarsalon-24.de,Barber,"Goethestraße 133, 39116 Magdeburg",Magdeburg,39116
Haarsalon City 22,+49 391 18255610,kontakt@haarsalon-city-22.de,https://www.haarsalon-city-22.de,Barber,"Berliner Straße 72, 39110 Magdeburg",Magdeburg,39110
Haarstudio Zentrum 10,+49 391 10697393,haarstudio-zentrum-10@gmail.com,https://www.haarstudio-zentrum-10.de,Barber,"Friedrichstraße 110, 39108 Magdeburg",Magdeburg,39108
Hair & Beauty Magdeburg,+49 391 95188696,kontakt@hair--beauty-magdeburg.de,https://www.hair--beauty-magdeburg.de,Hairdresser,"Bahnhofstraße 34, 39114 Magdeburg",Magdeburg,39114
Hair Design Zentrum 37,+49 391 51717976,hair-design-zentrum-37@t-online.de,,Hairdresser,"Hamburger Straße 28, 39116 Magdeburg",Magdeburg,39116
Hair Design Zentrum 97,+49 391 39904538,termin@hair-design-zentrum-97.de,https://www.hair-design-zentrum-97.de,Hairdresser,"Goethestraße 27, 39112 Magdeburg",Magdeburg,39112
Herrenfriseur Magdeburg,+49 391 12378030,info@herrenfriseur-magdeburg.de,https://www.herrenfriseur-magdeburg.de,Hairdresser,"Berliner Straße 85, 39114 Magdeburg",Magdeburg,39114
Salon Magdeburg,+49 391 19182199,salon-magdeburg@gmail.com,,Barber,"Marktplatz 61, 39114 Magdeburg",Magdeburg,39114
Salon Zentrum 97,+49 391 47656130,termin@salon-zentrum-97.de,https://www.salon-zentrum-97.de,Barber,"Berliner Straße 54, 39104 Magdeburg",Magdeburg,39104
Schnitt & Style Zentrum 61,+49 391 48826176,salon@schnitt--style-zentrum-61.de,https://www.schnitt--style-zentrum-61.de,Hairdresser,"Berliner Straße 85, 39110 Magdeburg",Magdeburg,39110
Style Studio Magdeburg,+49 391 50650340,style-studio-magdeburg@t-online.de,https://www.style-studio-magdeburg.de,Hairdresser,"Kölner Straße 72, 39104 Magdeburg",Magdeburg,39104
Style Studio Mitte 45,+49 391 37032461,style-studio-mitte-45@outlook.de,https://www.style-studio-mitte-45.de,Hairdresser,"Kaiserstraße 2, 39104 Magdeburg",Magdeburg,39104
Barbier Mainz,+49 6131 99602828,kontakt@barbier-mainz.de,https://www.barbier-mainz.de,Hairdresser,"Berliner Straße 25, 55127 Mainz",Mainz,55127
Frisör 14,+49 6131 17143323,frisr-14@web.de,https://www.frisr-14.de,Hairdresser,"Goethestraße 29, 55118 Mainz",Mainz,55118
Frisör 98,+49 6131 49787027,service@frisr-98.de,https://www.frisr-98.de,Barber,"Goethestraße 7, 55126 Mainz",Mainz,55126
Frisör City 80,+49 6131 50654470,frisr-city-80@gmx.de,https://www.frisr-city-80.de,Hairdresser,"Kirchstraße 94, 55118 Mainz",Mainz,55118
Frisör Zentrum 25,+49 6131 46824653,frisr-zentrum-25@t-online.de,https://www.frisr-zentrum-25.de,Hairdresser,"Kirchstraße 5, 55118 Mainz",Mainz,55118
Haar Atelier City 31,+49 6131 47787480,termin@haar-atelier-city-31.de,https://www.haar-atelier-city-31.de,Hairdresser,"Kölner Straße 40, 55118 Mainz",Mainz,55118
Haarstudio 78,+49 6131 98545086,haarstudio-78@gmail.com,,Barber,"Friedrichstraße 69, 55124 Mainz",Mainz,55124
Haarstudio Mainz,+49 6131 16238562,salon@haarstudio-mainz.de,,Hairdresser,"Berliner Straße 103, 55128 Mainz",Mainz,55128
Haarstudio Mainz 50,+49 6131 77531816,termin@haarstudio-mainz-50.de,https://www.haarstudio-mainz-50.de,Barber,"Bahnhofstraße 75, 55128 Mainz",Mainz,55128
Haarstudio Mitte 15,+49 6131 35453340,haarstudio-mitte-15@gmx.de,https://www.haarstudio-mitte-15.de,Barber,"Schillerstraße 93, 55118 Mainz",Mainz,55118
Haarwerk City 31,+49 6131 60488149,haarwerk-city-31@t-online.de,https://www.haarwerk-city-31.de,Hairdresser,"Schillerstraße 12, 55128 Mainz",Mainz,55128
Hair & Beauty Mitte 62,+49 6131 16412102,hair--beauty-mitte-62@outlook.de,https://www.hair--beauty-mitte-62.de,Hairdresser,"Kölner Straße 26, 55122 Mainz",Mainz,55122
Hair Lounge Zentrum 24,+49 6131 19339197,salon@hair-lounge-zentrum-24.de,https://www.hair-lounge-zentrum-24.de,Hairdresser,"Schillerstraße 83, 55116 Mainz",Mainz,55116
Herrenfriseur City 26,+49 6131 55950426,herrenfriseur-city-26@t-online.de,https://www.herrenfriseur-city-26.de,Hairdresser,"Berliner Straße 139, 55126 Mainz",Mainz,55126
Salon City 78,+49 6131 58402947,salon@salon-city-78.de,https://www.salon-city-78.de,Hairdresser,"Goethestraße 46, 55126 Mainz",Mainz,55126
Style Studio City 78,+49 6131 71205693,style-studio-city-78@outlook.de,https://www.style-studio-city-78.de,Hairdresser,"Hamburger Straße 48, 55122 Mainz",Mainz,55122
Style Studio Mainz,+49 6131 54409664,info@style-studio-mainz.de,https://www.style-studio-mainz.de,Hairdresser,"Kaiserstraße 43, 55126 Mainz",Mainz,55126
Barber Mannheim,+49 621 22394056,termin@barber-mannheim.de,https://www.barber-mannheim.de,Hairdresser,"Lindenstraße 14, 68167 Mannheim",Mannheim,68167
Barber Zentrum 58,+49 621 38597921,salon@barber-zentrum-58.de,https://www.barber-zentrum-58.de,Hairdresser,"Münchner Straße 32, 68219 Mannheim",Mannheim,68219
Barbier 17,+49 621 81812830,barbier-17@web.de,https://www.barbier-17.de,Barber,"Bahnhofstraße 14, 68161 Mannheim",Mannheim,68161
Coiffeur Mannheim,+49 621 73688647,kontakt@coiffeur-mannheim.de,,Hairdresser,"Schillerstraße 134, 68199 Mannheim",Mannheim,68199
Damenfriseur Mannheim,+49 621 48445705,service@damenfriseur-mannheim.de,https://www.damenfriseur-mannheim.de,Hairdresser,"Berliner Straße 128, 68165 Mannheim",Mannheim,68165
Damenfriseur Mannheim 39,+49 621 44606541,damenfriseur-mannheim-39@web.de,https://www.damenfriseur-mannheim-39.de,Hairdresser,"Münchner Straße 37, 68169 Mannheim",Mannheim,68169
Friseursalon Mitte 33,+49 621 30946341,service@friseursalon-mitte-33.de,https://www.friseursalon-mitte-33.de,Hairdresser,"Goethestraße 79, 68163 Mannheim",Mannheim,68163
Haar Atelier 11,+49 621 47702193,info@haar-atelier-11.de,,Hairdresser,"Kölner Straße 47, 68169 Mannheim",Mannheim,68169
Haar Atelier 90,+49 621 60692257,info@haar-atelier-90.de,https://www.haar-atelier-90.de,Hairdresser,"Münchner Straße 129, 68199 Mannheim",Mannheim,68199
Haar Atelier Zentrum 16,+49 621 92308802,haar-atelier-zentrum-16@gmail.com,https://www.haar-atelier-zentrum-16.de,Hairdresser,"Kirchstraße 2, 68159 Mannheim",Mannheim,68159
Haarsalon 33,+49 621 40111324,haarsalon-33@outlook.de,https://www.haarsalon-33.de,Hairdresser,"Kaiserstraße 108, 68167 Mannheim",Mannheim,68167
Haarstudio Zentrum 42,+49 621 61317835,kontakt@haarstudio-zentrum-42.de,https://www.haarstudio-zentrum-42.de,Barber,"Schillerstraße 134, 68165 Mannheim",Mannheim,68165
Haarwerk Mannheim,+49 621 36766171,info@haarwerk-mannheim.de,https://www.haarwerk-mannheim.de,Hairdresser,"Königstraße 15, 68165 Mannheim",Mannheim,68165
Haarwerk Mitte,+49 621 49397563,termin@haarwerk-mitte.de,https://www.haarwerk-mitte.de,Hairdresser,"Lindenstraße 11, 68167 Mannheim",Mannheim,68167
Haarwerk Zentrum 70,+49 621 33903501,haarwerk-zentrum-70@gmail.com,https://www.haarwerk-zentrum-70.de,Barber,"Kölner Straße 84, 68167 Mannheim",Mannheim,68167
Hair & Beauty Mannheim,+49 621 26425999,hair--beauty-mannheim@outlook.de,https://www.hair--beauty-mannheim.de,Hairdresser,"Schillerstraße 36, 68163 Mannheim",Mannheim,68163
Hair Design Mannheim,+49 621 73947088,kontakt@hair-design-mannheim.de,https://www.hair-design-mannheim.de,Hairdresser,"Goethestraße 69, 68167 Mannheim",Mannheim,68167
Hair Design Mannheim 66,+49 621 55349397,termin@hair-design-mannheim-66.de,https://www.hair-design-mannheim-66.de,Hairdresser,"Friedrichstraße 96, 68163 Mannheim",Mannheim,68163
Hair Design Mannheim 99,+49 621 57866192,salon@hair-design-mannheim-99.de,https://www.hair-design-mannheim-99.de,Barber,"Berliner Straße 106, 68169 Mannheim",Mannheim,68169
Salon Mannheim,+49 621 72160791,salon-mannheim@gmail.com,,Hairdresser,"Kölner Straße 55, 68161 Mannheim",Mannheim,68161
Salon Zentrum 61,+49 621 32131608,kontakt@salon-zentrum-61.de,https://www.salon-zentrum-61.de,Hairdresser,"Goethestraße 7, 68199 Mannheim",Mannheim,68199
Barber Shop City 98,+49 2161 90842127,barber-shop-city-98@outlook.de,,Barber,"Hauptstraße 73, 41068 Mönchengladbach",Mönchengladbach,41068
Damenfriseur Mönchengladbach,+49 2161 25670026,kontakt@damenfriseur-mnchengladbach.de,https://www.damenfriseur-mnchengladbach.de,Hairdresser,"Bahnhofstraße 146, 41068 Mönchengladbach",Mönchengladbach,41068
Friseursalon City 63,+49 2161 12478722,friseursalon-city-63@gmail.com,,Hairdresser,"Berliner Straße 142, 41068 Mönchengladbach",Mönchengladbach,41068
Frisör 78,+49 2161 18487560,frisr-78@gmail.com,https://www.frisr-78.de,Hairdresser,"Hauptstraße 117, 41069 Mönchengladbach",Mönchengladbach,41069
Gentlemen's Cut City 42,+49 2161 10435589,termin@gentlemens-cut-city-42.de,https://www.gentlemens-cut-city-42.de,Barber,"Hauptstraße 116, 41069 Mönchengladbach",Mönchengladbach,41069
Haar Atelier Mitte 38,+49 2161 77100146,termin@haar-atelier-mitte-38.de,https://www.haar-atelier-mitte-38.de,Hairdresser,"Hauptstraße 38, 41179 Mönchengladbach",Mönchengladbach,41179
Haar Atelier Mönchengladbach,+49 2161 34318206,termin@haar-atelier-mnchengladbach.de,https://www.haar-atelier-mnchengladbach.de,Hairdresser,"Marktplatz 8, 41063 Mönchengladbach",Mönchengladbach,41063
Haar Atelier Zentrum 96,+49 2161 62062741,service@haar-atelier-zentrum-96.de,https://www.haar-atelier-zentrum-96.de,Hairdresser,"Friedrichstraße 133, 41066 Mönchengladbach",Mönchengladbach,41066
Haarsalon 88,+49 2161 93528085,service@haarsalon-88.de,,Hairdresser,"Goethestraße 81, 41068 Mönchengladbach",Mönchengladbach,41068
Haarsalon Mönchengladbach,+49 2161 78431441,service@haarsalon-mnchengladbach.de,https://www.haarsalon-mnchengladbach.de,Hairdresser,"Bahnhofstraße 148, 41061 Mönchengladbach",Mönchengladbach,41061
Haarwerk City 72,+49 2161 14494229,haarwerk-city-72@gmx.de,https://www.haarwerk-city-72.de,Hairdresser,"Hauptstraße 17, 41069 Mönchengladbach",Mönchengladbach,41069
Hair & Beauty Mitte 29,+49 2161 43739309,hair--beauty-mitte-29@gmx.de,https://www.hair--beauty-mitte-29.de,Hairdresser,"Friedrichstraße 118, 41061 Mönchengladbach",Mönchengladbach,41061
Hair & Beauty Zentrum 34,+49 2161 74002443,hair--beauty-zentrum-34@gmx.de,https://www.hair--beauty-zentrum-34.de,Hairdresser,"Lindenstraße 150, 41065 Mönchengladbach",Mönchengladbach,41065
Hair Design Mönchengladbach,+49 2161 36433673,info@hair-design-mnchengladbach.de,https://www.hair-design-mnchengladbach.de,Barber,"Lindenstraße 65, 41169 Mönchengladbach",Mönchengladbach,41169
Schnitt & Style Mitte 94,+49 2161 98057551,salon@schnitt--style-mitte-94.de,https://www.schnitt--style-mitte-94.de,Barber,"Hamburger Straße 112, 41179 Mönchengladbach",Mönchengladbach,41179
Schnitt & Style Zentrum 26,+49 2161 80000360,termin@schnitt--style-zentrum-26.de,https://www.schnitt--style-zentrum-26.de,Hairdresser,"Münchner Straße 21, 41069 Mönchengladbach",Mönchengladbach,41069
Style Studio City 32,+49 2161 74008653,style-studio-city-32@gmail.com,https://www.style-studio-city-32.de,Hairdresser,"Königstraße 10, 41063 Mönchengladbach",Mönchengladbach,41063
Style Studio Mönchengladbach,+49 2161 76109572,info@style-studio-mnchengladbach.de,,Hairdresser,"Kirchstraße 13, 41066 Mönchengladbach",Mönchengladbach,41066
Barber Shop München,+49 89 48614731,barber-shop-mnchen@gmail.com,https://www.barber-shop-mnchen.de,Hairdresser,"Lindenstraße 103, 80538 München",München,80538
Barber Shop Zentrum 73,+49 89 37377870,termin@barber-shop-zentrum-73.de,https://www.barber-shop-zentrum-73.de,Barber,"Hauptstraße 61, 80333 München",München,80333
Beauty Salon City,+49 89 35070220,info@beauty-salon-city.de,https://www.beauty-salon-city.de,Hairdresser,"Friedrichstraße 135, 80331 München",München,80331
Beauty Salon Mitte,+49 89 25354802,kontakt@beauty-salon-mitte.de,,Hairdresser,"Kaiserstraße 3, 80331 München",München,80331
Coiffeur,+49 89 35585633,service@coiffeur.de,https://www.coiffeur.de,Hairdresser,"Schillerstraße 135, 80337 München",München,80337
Damenfriseur City,+49 89 30182020,service@damenfriseur-city.de,https://www.damenfriseur-city.de,Barber,"Lindenstraße 111, 80335 München",München,80335
Damenfriseur City 87,+49 89 87740522,termin@damenfriseur-city-87.de,https://www.damenfriseur-city-87.de,Hairdresser,"Kaiserstraße 74, 80337 München",München,80337
Damenfriseur Mitte 28,+49 89 71162812,damenfriseur-mitte-28@gmail.com,,Barber,"Schillerstraße 146, 80336 München",München,80336
